Time,CH1,CH2,CH3,CH4,Accelerometer
mSecs,mVolts,mVolts,mVolts,mVolts,m/(sec^2)
45166.99219,0.379095321,-1.312301117,-1.906607378,4.73615524,-2.54601227
45170.89844,0.374503578,-1.227438,-1.906583338,4.734760889,-2.544785276
45174.80469,0.387629714,-1.270903302,-1.909540325,4.733991591,-2.541104294
45178.71094,0.38390343,-1.236333001,-1.908843149,4.731876023,-2.544785276
45182.61719,0.385273741,-1.233111568,-1.908145973,4.736203321,-2.54601227
45186.52344,0.373974686,-1.221740391,-1.908819108,4.736972619,-2.543558282
45190.42969,0.386187282,-1.511645299,-1.909540325,4.740530619,-2.542331288
45194.33594,0.391091552,-1.054802861,-1.906415054,4.736539889,-2.539877301
45198.24219,0.39188489,-1.644156771,-1.902905135,4.731563496,-2.537423313
45202.14844,0.392894593,-1.36379596,-1.904491811,4.730649956,-2.537423313
45205.07813,0.390226093,-1.307060278,-1.904780297,4.732477037,-2.532515337
45208.98438,0.395611174,-1.582492779,-1.903794635,4.733150172,-2.534969325
45212.89063,0.395178445,-1.504793744,-1.90711223,4.731996226,-2.536196319
45216.79688,0.390706904,-1.393606233,-1.908626784,4.733462699,-2.536196319
45220.70313,0.395130364,-1.190127078,-1.909275879,4.729327726,-2.534969325
45224.60938,0.392053174,-1.393534111,-1.903962919,4.73437624,-2.533742331
45228.51563,0.393423485,-1.240107366,-1.907304554,4.733582902,-2.536196319
45232.42188,0.383374538,-1.046821401,-1.908362338,4.73127501,-2.537423313
45236.32813,0.384456362,-1.160893777,-1.912184784,4.734736848,-2.539877301
45240.23438,0.391283877,-1.146806019,-1.908626784,4.738463132,-2.537423313
45244.14063,0.386764255,-1.351727607,-1.904179283,4.739328592,-2.539877301
45248.04688,0.39097135,-1.230659433,-1.911078919,4.736924537,-2.542331288
45251.95313,0.390226093,-1.069539714,-1.912809838,4.737140902,-2.54601227
45255.85938,0.393952377,-1.138223545,-1.911607811,4.735914835,-2.550920245
45259.76563,0.392125296,-1.205176457,-1.91422823,4.735049375,-2.553374233
45263.67188,0.391187714,-1.107475691,-1.917257339,4.735217659,-2.559509202
45267.57813,0.385706471,-1.067255863,-1.914540757,4.737862119,-2.560736196
45271.48438,0.394481269,-1.736015686,-1.914396514,4.73882374,-2.564417178
45275.39063,0.389264471,-1.216956323,-1.911439527,4.739905565,-2.56809816
45279.29688,0.38479293,-1.141709424,-1.914011866,4.738511213,-2.56809816
45283.20313,0.389961647,-1.522583746,-1.913122365,4.735217659,-2.570552147
45287.10938,0.390779025,-1.405746707,-1.912689636,4.739520916,-2.570552147
45291.01563,0.389192349,-1.275134437,-1.917617947,4.741131632,-2.573006135
45294.92188,0.38921639,-1.074540147,-1.916079352,4.737333227,-2.573006135
45298.82813,0.391067512,-1.043864414,-1.91422823,4.736636051,-2.571779141
45302.73438,0.390274174,-1.143512465,-1.917281379,4.735313821,-2.571779141
45306.64063,0.389408714,-1.185126645,-1.920382609,4.733534821,-2.575460123
45310.54688,0.377749051,-1.114904219,-1.92129615,4.735986956,-2.573006135
45314.45313,0.383590903,-1.450918887,-1.916175514,4.736275443,-2.571779141
45318.35938,0.386523849,-1.046484834,-1.911247203,4.735770591,-2.569325153
45322.26563,0.389072147,-1.519025745,-1.911607811,4.7370207,-2.569325153
45326.17188,0.389048106,-1.525805178,-1.917473704,4.73882374,-2.56809816
45330.07813,0.388711539,-1.196329538,-1.914444595,4.7379102,-2.565644172
45333.98438,0.383566862,-1.091224284,-1.913939744,4.737693835,-2.564417178
45337.89063,0.389000025,-1.03924863,-1.913434893,4.735289781,-2.560736196
45341.79688,0.391596404,-1.040667022,-1.910550027,4.738463132,-2.557055215
45345.70313,0.386355565,-1.615861052,-1.912160744,4.741420119,-2.554601227
45349.60938,0.383687065,-1.35317004,-1.909396081,4.742093254,-2.553374233
45353.51563,0.382941808,-1.132958666,-1.912088622,4.742261538,-2.550920245
45357.42188,0.383350497,-1.177914482,-1.913458933,4.741780727,-2.548466258
45361.32813,0.385514146,-1.340260268,-1.910189419,4.740097889,-2.544785276
45365.23438,0.390442458,-1.326244632,-1.909035473,4.740915268,-2.544785276
45369.14063,0.386956579,-1.426445614,-1.912665595,4.739208389,-2.54601227
45373.04688,0.387076782,-1.279293451,-1.91377146,4.740698903,-2.547239264
45376.95313,0.391668525,-1.349491837,-1.911054879,4.737116862,-2.547239264
45380.85938,0.388663457,-1.073674688,-1.914252271,4.739088186,-2.547239264
45384.76563,0.389192349,-1.135170396,-1.913050244,4.739424754,-2.548466258
45388.67188,0.388687498,-1.128727531,-1.912160744,4.734520483,-2.547239264
45392.57813,0.392846512,-1.134040491,-1.914324393,4.733462699,-2.547239264
45396.48438,0.38878366,-1.226572541,-1.912569433,4.7361312,-2.547239264
45399.41406,0.386595971,-1.279389613,-1.916800569,4.736756254,-2.549693252
45403.32031,0.38787012,-1.36158423,-1.912136703,4.735578267,-2.550920245
45407.22656,0.385442025,-1.094061068,-1.914132068,4.736948578,-2.549693252
45411.13281,0.393255201,-1.172673643,-1.913170447,4.738727578,-2.554601227
45415.03906,0.393255201,-1.107115083,-1.916295717,4.735770591,-2.553374233
45418.94531,0.392846512,-1.32792747,-1.914540757,4.731876023,-2.553374233
45422.85156,0.397005526,-1.071462958,-1.912232865,4.72819782,-2.554601227
45426.75781,0.395298647,-1.040186211,-1.913386811,4.72952005,-2.553374233
45430.66406,0.396188147,-1.561529425,-1.912545392,4.732525118,-2.554601227
45434.57031,0.398568161,-1.036099319,-1.910477906,4.735746551,-2.555828221
45438.47656,0.396428553,-1.119471922,-1.910477906,4.736419686,-2.554601227
45442.38281,0.396500674,-1.435508899,-1.91199246,4.738679497,-2.554601227
45446.28906,0.397846945,-1.079131891,-1.914132068,4.735890794,-2.553374233
45450.19531,0.397654621,-1.371969744,-1.917281379,4.732693402,-2.552147239
45454.10156,0.396404512,-1.19556024,-1.914733082,4.733438659,-2.553374233
45458.00781,0.401741513,-1.368724271,-1.914612879,4.729568131,-2.550920245
45461.91406,0.402294445,-1.493013878,-1.912521352,4.729904699,-2.549693252
45465.82031,0.404073445,-1.246357907,-1.912713676,4.731034604,-2.549693252
45469.72656,0.402438689,-1.035738711,-1.915165812,4.733366537,-2.547239264
45473.63281,0.403905162,-1.037685995,-1.911030838,4.733246334,-2.548466258
45477.53906,0.402871418,-1.128559247,-1.914733082,4.729976821,-2.549693252
45481.44531,0.40251081,-1.694906357,-1.916608244,4.73526574,-2.549693252
45485.35156,0.4046985,-1.226332135,-1.916127433,4.736203321,-2.553374233
45489.25781,0.402919499,-1.033118292,-1.909564365,4.735818672,-2.554601227
45493.16406,0.401020297,-1.405097612,-1.908170014,4.735842713,-2.553374233
45497.07031,0.398111391,-1.129881477,-1.909828811,4.736083118,-2.550920245
45500.97656,0.402318486,-1.190487686,-1.912737717,4.734159875,-2.554601227
45504.88281,0.404121527,-1.428176534,-1.912906001,4.737405348,-2.559509202
45508.78906,0.40337627,-1.398678787,-1.913050244,4.741372038,-2.558282209
45512.69531,0.407270838,-1.086151729,-1.915045609,4.737886159,-2.555828221
45516.60156,0.402294445,-1.424089641,-1.920166245,4.735458064,-2.563190184
45520.50781,0.403592635,-1.119183435,-1.917858352,4.739448794,-2.566871166
45524.41406,0.401453026,-1.302348332,-1.914997528,4.739424754,-2.564417178
45528.32031,0.406982351,-1.199575011,-1.916656325,4.736563929,-2.564417178
45532.22656,0.404458094,-1.340428552,-1.916776528,4.738174646,-2.563190184
45536.13281,0.398351796,-1.099253825,-1.920142204,4.740170011,-2.563190184
45540.03906,0.402174243,-1.124472355,-1.91288196,4.734448362,-2.565644172
45543.94531,0.403520513,-1.163418034,-1.914612879,4.733198253,-2.564417178
45547.85156,0.403256067,-1.025040669,-1.916920771,4.737333227,-2.560736196
45551.75781,0.405083148,-1.026939872,-1.922209691,4.73259724,-2.559509202
45555.66406,0.402967581,-1.076679755,-1.916920771,4.737116862,-2.560736196
45559.57031,0.400587567,-1.532031679,-1.921007664,4.731395213,-2.558282209
45563.47656,0.396789161,-1.145868438,-1.916247636,4.73038551,-2.557055215
45567.38281,0.404914864,-1.16365844,-1.920647055,4.729784496,-2.558282209
45571.28906,0.408544986,-1.250853489,-1.915694704,4.731443294,-2.557055215
45575.19531,0.408977716,-1.024006926,-1.911679933,4.735962916,-2.557055215
45579.10156,0.40693427,-1.027156237,-1.909516284,4.736179281,-2.559509202
45583.00781,0.408472865,-1.356944405,-1.912160744,4.733679064,-2.56196319
45586.91406,0.411309649,-1.280182951,-1.916007231,4.730649956,-2.560736196
45590.82031,0.409073878,-1.192675375,-1.912713676,4.731323091,-2.563190184
45593.75,0.408833473,-1.022131764,-1.913026203,4.731924105,-2.563190184
45597.65625,0.409867216,-1.022540453,-1.91906038,4.733342497,-2.563190184
45601.5625,0.411526014,-1.318335293,-1.91552642,4.730866321,-2.56196319
45605.46875,0.411550054,-1.046292509,-1.915213893,4.730649956,-2.563190184
45609.375,0.412199149,-1.377571191,-1.915045609,4.730722077,-2.564417178
45613.28125,0.409867216,-1.02994494,-1.918747852,4.73348674,-2.564417178
45617.1875,0.413497338,-1.307517049,-1.917497744,4.730890361,-2.564417178
45621.09375,0.412800163,-1.111490462,-1.915598541,4.735289781,-2.564417178
45625,0.409795095,-1.046484834,-1.914949447,4.735121497,-2.563190184
45628.90625,0.410444189,-1.5285458,-1.914059947,4.730072983,-2.559509202
45632.8125,0.40739104,-1.063842106,-1.913915703,4.735409983,-2.558282209
45636.71875,0.406140932,-1.38019161,-1.913819541,4.732525118,-2.560736196
45640.625,0.404914864,-1.096417041,-1.915237933,4.736972619,-2.558282209
45644.53125,0.409722973,-1.10564861,-1.91466096,4.736563929,-2.557055215
45648.4375,0.409025797,-1.232246109,-1.914035906,4.735482105,-2.555828221
45652.34375,0.408304581,-1.32528301,-1.911247203,4.732933807,-2.554601227
45656.25,0.407559324,-1.207676674,-1.911631852,4.734207956,-2.550920245
45660.15625,0.40871327,-1.195079429,-1.911078919,4.732885726,-2.549693252
45664.0625,0.408593068,-1.278908803,-1.910790433,4.738126565,-2.550920245
45667.96875,0.406116892,-1.18935778,-1.912521352,4.736539889,-2.550920245
45671.875,0.406116892,-1.403631139,-1.911968419,4.735337862,-2.547239264
45675.78125,0.407342959,-1.5276563,-1.911391446,4.735530186,-2.548466258
45679.6875,0.407270838,-1.191016578,-1.910525987,4.734039672,-2.543558282
45683.59375,0.411165406,-1.153873939,-1.911607811,4.736371605,-2.542331288
45687.5,0.418569893,-1.035113657,-1.912473271,4.734207956,-2.549693252
45691.40625,0.415492703,-1.113702192,-1.909804771,4.733005929,-2.541104294
45695.3125,0.409915297,-1.224673338,-1.908722946,4.733606943,-2.534969325
45699.21875,0.411285608,-1.176399928,-1.910886595,4.736876456,-2.537423313
45703.125,0.409626811,-1.35893977,-1.909756689,4.740386376,-2.531288344
45707.03125,0.407222757,-1.022732777,-1.907376676,4.738727578,-2.525153374
45710.9375,0.409001757,-1.160052358,-1.910862554,4.73925647,-2.528834356
45714.84375,0.410876919,-1.528473679,-1.910093257,4.740073849,-2.528834356
45718.75,0.410516311,-1.134328977,-1.912184784,4.74233366,-2.525153374
45722.65625,0.410684595,-1.381273434,-1.911391446,4.738126565,-2.525153374
45726.5625,0.409722973,-1.470800416,-1.911271244,4.739304551,-2.527607362
45730.46875,0.412655919,-1.212028012,-1.914156109,4.737140902,-2.53006135
45734.375,0.411862581,-1.025665723,-1.915478339,4.738487173,-2.532515337
45738.28125,0.41356946,-1.032276873,-1.914877325,4.742766389,-2.532515337
45742.1875,0.410732676,-1.114543611,-1.916151474,4.743535687,-2.534969325
45746.09375,0.412944406,-1.116130286,-1.909828811,4.744353065,-2.538650307
45750,0.412319352,-1.357377135,-1.908242135,4.743968417,-2.542331288
45753.90625,0.412319352,-1.283981357,-1.91598319,4.744473268,-2.542331288
45757.8125,0.407318919,-1.113461786,-1.915838947,4.742838511,-2.544785276
45761.71875,0.408953676,-1.3868268,-1.916704406,4.740915268,-2.548466258
45765.625,0.405467797,-1.015184047,-1.91242519,4.741732646,-2.552147239
45769.53125,0.409843176,-1.198084497,-1.915069649,4.739761322,-2.553374233
45773.4375,0.411477933,-1.072953471,-1.914083987,4.742910633,-2.554601227
45777.34375,0.41222319,-1.059683092,-1.910525987,4.743559727,-2.554601227
45781.25,0.412631879,-1.12158749,-1.911439527,4.738751619,-2.557055215
45785.15625,0.411285608,-1.015664858,-1.911247203,4.744425187,-2.557055215
45788.08594,0.411886622,-1.321244199,-1.912665595,4.746420552,-2.553374233
45791.99219,0.412848244,-1.054874983,-1.913843582,4.745242565,-2.554601227
45795.89844,0.418401609,-1.123751138,-1.91641592,4.744449227,-2.553374233
45799.80469,0.414579163,-1.02862271,-1.918747852,4.746877322,-2.553374233
45803.71094,0.420781623,-1.081127256,-1.920502812,4.744617511,-2.553374233
45807.61719,0.418137163,-1.14332014,-1.92043069,4.740939308,-2.555828221
45811.52344,0.416935136,-1.189550104,-1.917569866,4.740410416,-2.558282209
45815.42969,0.421286474,-1.095215014,-1.916584204,4.739809403,-2.557055215
45819.33594,0.423906893,-1.064587362,-1.919132501,4.741636484,-2.557055215
45823.24219,0.424291542,-1.045475131,-1.918940177,4.743896295,-2.557055215
45827.14844,0.424820434,-1.390889651,-1.917497744,4.744737714,-2.557055215
45831.05469,0.421911528,-1.041508441,-1.916512082,4.746300349,-2.555828221
45834.96094,0.429917029,-1.121250922,-1.912401149,4.743752052,-2.553374233
45838.86719,0.426815799,-1.105143758,-1.91420419,4.740746984,-2.554601227
45842.77344,0.422464461,-1.277610613,-1.91509369,4.737814038,-2.554601227
45846.67969,0.423618407,-1.019222858,-1.91509369,4.740891227,-2.553374233
45850.58594,0.427849542,-1.111370259,-1.912617514,4.740242132,-2.554601227
45854.49219,0.425253164,-1.016554358,-1.911679933,4.741155673,-2.555828221
45858.39844,0.423642447,-1.011073114,-1.913627217,4.744016498,-2.554601227
45862.30469,0.42198365,-1.079228053,-1.912545392,4.743896295,-2.555828221
45866.21094,0.418858379,-1.218158351,-1.913651257,4.744232863,-2.555828221
45870.11719,0.418858379,-1.157816588,-1.911896298,4.739881524,-2.557055215
45874.02344,0.418521812,-1.111442381,-1.912689636,4.737381308,-2.557055215
45877.92969,0.423546285,-1.021338426,-1.91199246,4.738487173,-2.557055215
45881.83594,0.42109415,-1.21988927,-1.911030838,4.738847781,-2.558282209
45885.74219,0.423690529,-1.020761453,-1.914853285,4.738992024,-2.558282209
45889.64844,0.423690529,-1.229072757,-1.917449663,4.736972619,-2.557055215
45893.55469,0.423378001,-1.107692056,-1.916079352,4.739761322,-2.559509202
45897.46094,0.422704866,-1.306218859,-1.918050677,4.736900497,-2.557055215
45901.36719,0.421166272,-1.058240659,-1.916055312,4.738655457,-2.558282209
45905.27344,0.425661853,-1.115144624,-1.915165812,4.734280078,-2.560736196
45909.17969,0.423017393,-1.272009167,-1.914709041,4.735217659,-2.560736196
45913.08594,0.424459826,-1.044777955,-1.914853285,4.734760889,-2.560736196
45916.99219,0.421334555,-1.16190348,-1.916512082,4.729904699,-2.563190184
45920.89844,0.419267069,-1.038214887,-1.917016933,4.730698037,-2.563190184
45924.80469,0.42155092,-1.279509816,-1.920046042,4.728774793,-2.56196319
45928.71094,0.420132528,-1.015376371,-1.924589704,4.728318023,-2.559509202
45932.61719,0.416863014,-1.172481319,-1.922498177,4.728678631,-2.559509202
45936.52344,0.421286474,-1.036411846,-1.920502812,4.727019834,-2.557055215
45940.42969,0.417175541,-1.09903746,-1.919997961,4.727981455,-2.555828221
45944.33594,0.416045636,-1.274701708,-1.920310488,4.732765524,-2.553374233
45948.24219,0.417319785,-1.143392262,-1.921945245,4.729279645,-2.549693252
45952.14844,0.418786258,-1.096513203,-1.91819492,4.733414618,-2.549693252
45956.05469,0.418401609,-1.097426744,-1.918531488,4.730481672,-2.54601227
45959.96094,0.419243028,-1.022227926,-1.918531488,4.730962483,-2.544785276
45963.86719,0.417728474,-1.008837343,-1.912593474,4.731178848,-2.543558282
45967.77344,0.416550487,-1.206642931,-1.916488041,4.730914402,-2.547239264
45971.67969,0.414651284,-1.111634705,-1.918243001,4.731347131,-2.549693252
45975.58594,0.41712746,-1.104927393,-1.918940177,4.729784496,-2.550920245
45979.49219,0.415516744,-1.124424274,-1.917257339,4.730722077,-2.549693252
45982.42188,0.415252298,-1.063217051,-1.91906038,4.736443727,-2.549693252
45986.32813,0.412030865,-1.012154938,-1.917786231,4.73348674,-2.550920245
45990.23438,0.414074311,-1.050595766,-1.919036339,4.730649956,-2.553374233
45994.14063,0.416911095,-1.235371379,-1.91997392,4.730722077,-2.552147239
45998.04688,0.415252298,-1.117668881,-1.921055745,4.732669361,-2.552147239
46001.95313,0.418209285,-1.034320319,-1.921175947,4.731371172,-2.552147239
46005.85938,0.414242595,-1.138536072,-1.920502812,4.728919037,-2.553374233
46009.76563,0.41224723,-1.017780425,-1.918363204,4.728414185,-2.553374233
46013.67188,0.41712746,-1.493446608,-1.918603609,4.727957415,-2.555828221
46017.57813,0.41623796,-1.014847479,-1.926536988,4.728919037,-2.557055215
46021.48438,0.41753615,-1.566361574,-1.921055745,4.730794199,-2.557055215
46025.39063,0.418329487,-1.129929558,-1.921344231,4.731034604,-2.555828221
46029.29688,0.415276338,-1.214624391,-1.921224028,4.73351078,-2.557055215
46033.20313,0.416310082,-1.038022562,-1.926657191,4.737886159,-2.557055215
46037.10938,0.412559757,-1.188179794,-1.922426056,4.73836697,-2.553374233
46041.01563,0.41801696,-1.011073114,-1.916608244,4.736660091,-2.554601227
46044.92188,0.421647082,-1.006433289,-1.92086342,4.736563929,-2.552147239
46048.82813,0.419892123,-1.341149768,-1.917569866,4.737645754,-2.550920245
46052.73438,0.418930501,-1.097763312,-1.919493109,4.732885726,-2.550920245
46056.64063,0.420853744,-1.169452211,-1.918868055,4.732525118,-2.548466258
46060.54688,0.42152688,-1.179957928,-1.916920771,4.733414618,-2.550920245
46064.45313,0.421863447,-1.201690579,-1.918002596,4.741876889,-2.550920245
46068.35938,0.415516744,-1.038623576,-1.918916136,4.739064146,-2.550920245
46072.26563,0.417848677,-1.016241831,-1.921103826,4.736804335,-2.548466258
46076.17188,0.411117325,-1.263426693,-1.916776528,4.735674429,-2.550920245
46080.07813,0.412872284,-1.010351898,-1.915935109,4.737597673,-2.550920245
46083.98438,0.416262001,-1.003187816,-1.913266609,4.735530186,-2.550920245
46087.89063,0.418113123,-1.010399979,-1.91377146,4.738294848,-2.552147239
46091.79688,0.414795528,-1.100936663,-1.911800136,4.735193618,-2.552147239
46095.70313,0.41222319,-1.143680749,-1.914516717,4.734760889,-2.552147239
46099.60938,0.413881987,-1.011698168,-1.915286014,4.737092821,-2.552147239
46103.51563,0.414819568,-1.088988513,-1.914925406,4.73440028,-2.553374233
46107.42188,0.414434919,-1.024607939,-1.917641988,4.738102524,-2.552147239
46111.32813,0.417247663,-1.151469884,-1.917569866,4.736732213,-2.552147239
46115.23438,0.417031298,-1.111153894,-1.915045609,4.738487173,-2.552147239
46119.14063,0.415877352,-1.008837343,-1.913482974,4.739544957,-2.555828221
46123.04688,0.41801696,-1.269124302,-1.912208825,4.740266173,-2.554601227
46126.95313,0.417007258,-1.072664985,-1.913050244,4.740554659,-2.553374233
46130.85938,0.417800595,-1.007731478,-1.907544959,4.741251835,-2.553374233
46134.76563,0.422103853,-1.063625741,-1.909251838,4.743175079,-2.553374233
46138.67188,0.419603636,-1.012587668,-1.912569433,4.741396078,-2.549693252
46142.57813,0.421046069,-1.269412788,-1.911872257,4.738270808,-2.549693252
46146.48438,0.417439987,-0.99852395,-1.912184784,4.734015632,-2.549693252
46150.39063,0.416117757,-1.001553059,-1.912160744,4.730673996,-2.549693252
46154.29688,0.413232892,-1.074468026,-1.911583771,4.734328159,-2.548466258
46158.20313,0.415011893,-1.009053708,-1.913531055,4.733775226,-2.548466258
46162.10938,0.412535717,-1.073554485,-1.910862554,4.729399848,-2.549693252
46166.01563,0.415636947,-1.004413883,-1.908194054,4.728798834,-2.548466258
46169.92188,0.410636514,-1.010808668,-1.909107595,4.73615524,-2.548466258
46173.82813,0.411069243,-1.048263834,-1.906030405,4.738342929,-2.548466258
46176.75781,0.414290676,-1.086969108,-1.909949014,4.738943943,-2.550920245
46180.66406,0.416838974,-1.003981154,-1.908314257,4.741540322,-2.552147239
46184.57031,0.41580523,-1.003957113,-1.912521352,4.742958714,-2.549693252
46188.47656,0.417439987,-1.004798532,-1.911800136,4.744353065,-2.552147239
46192.38281,0.41667069,-1.275038275,-1.908314257,4.743607808,-2.553374233
46196.28906,0.418065041,-1.054562456,-1.909540325,4.741997092,-2.557055215
46200.19531,0.417007258,-1.158321439,-1.907040108,4.74101143,-2.56196319
46204.10156,0.418617974,-1.003308018,-1.90670354,4.743463565,-2.560736196
46208.00781,0.416959176,-1.009919168,-1.907785365,4.74233366,-2.56196319
46211.91406,0.420877785,-1.06980416,-1.907256473,4.7441367,-2.564417178
46215.82031,0.424027096,-1.0078036,-1.911295284,4.738703538,-2.566871166
46219.72656,0.426695596,-1.002442559,-1.905549594,4.737164943,-2.570552147
46223.63281,0.424988718,-1.303814805,-1.909011433,4.735842713,-2.574233129
46227.53906,0.419267069,-1.021723074,-1.90713627,4.735578267,-2.574233129
46231.44531,0.416742812,-0.999870221,-1.908867189,4.736227362,-2.576687117
46235.35156,0.415733109,-1.069299309,-1.907448797,4.737285146,-2.581595092
46239.25781,0.413088649,-1.139882343,-1.912401149,4.736708173,-2.581595092
46243.16406,0.416959176,-1.002658924,-1.910045176,4.738198686,-2.58404908
46247.07031,0.419098785,-1.003740748,-1.910357703,4.738679497,-2.585276074
46250.97656,0.421767285,-1.064250795,-1.907905568,4.738607375,-2.587730061
46254.88281,0.419435352,-1.001577099,-1.91067023,4.737982321,-2.588957055
46258.78906,0.418690096,-1.083266864,-1.909251838,4.740771024,-2.588957055
46262.69531,0.421574961,-1.054923064,-1.910790433,4.740097889,-2.585276074
46266.60156,0.425998421,-1.011890492,-1.905453432,4.740915268,-2.582822086
46270.50781,0.424027096,-1.056918429,-1.905910203,4.743800133,-2.582822086
46274.41406,0.425373367,-0.997394045,-1.905645757,4.743752052,-2.58404908
46278.32031,0.427224488,-1.046436752,-1.906270811,4.742069214,-2.581595092
46282.22656,0.428234191,-1.006385208,-1.910934676,4.744040538,-2.580368098
46286.13281,0.425493569,-1.234818447,-1.911607811,4.745314687,-2.57791411
46290.03906,0.421863447,-1.001048207,-1.906535257,4.744978119,-2.579141104
46293.94531,0.422945272,-1.329369902,-1.905717878,4.747430255,-2.573006135
46297.85156,0.424916596,-1.111562583,-1.908242135,4.743968417,-2.565644172
46301.75781,0.421382636,-1.022780858,-1.905140905,4.742477903,-2.566871166
46305.66406,0.419916163,-1.452217076,-1.902015635,4.739953646,-2.566871166
46309.57031,0.423666488,-1.001312653,-1.902232,4.740410416,-2.565644172
46313.47656,0.423618407,-1.002827208,-1.906342932,4.740434457,-2.56196319
46317.38281,0.42332992,-1.125289733,-1.909396081,4.739136267,-2.56196319
46321.28906,0.420685461,-1.00073568,-1.903818675,4.735289781,-2.558282209
46325.19531,0.416165839,-0.996360302,-1.903818675,4.736780294,-2.555828221
46329.10156,0.418954542,-1.093772581,-1.904299486,4.742934673,-2.554601227
46333.00781,0.419964244,-1.470920619,-1.900741486,4.743054876,-2.553374233
46336.91406,0.426046502,-1.022059642,-1.902304121,4.743703971,-2.548466258
46340.82031,0.424507907,-1.227678406,-1.903025337,4.741299916,-2.547239264
46344.72656,0.426070542,-1.100840501,-1.906727581,4.745170444,-2.54601227
46348.63281,0.423426083,-1.112572286,-1.904419689,4.743102957,-2.542331288
46352.53906,0.422007691,-1.084492932,-1.905910203,4.742069214,-2.542331288
46356.44531,0.422464461,-1.116563016,-1.907064149,4.743776092,-2.542331288
46360.35156,0.422897191,-1.340548755,-1.911391446,4.745170444,-2.537423313
46364.25781,0.423810731,-1.143103776,-1.907713243,4.746420552,-2.538650307
46368.16406,0.421454758,-1.049321618,-1.908626784,4.745627214,-2.538650307
46371.09375,0.426070542,-0.996264139,-1.908867189,4.741732646,-2.537423313
46375,0.426094583,-0.998091221,-1.911367406,4.741828808,-2.534969325
46378.90625,0.420781623,-1.077425012,-1.910165379,4.744905998,-2.539877301
46382.8125,0.422127893,-1.021025899,-1.908218095,4.748680363,-2.538650307
46386.71875,0.421815366,-1.096104514,-1.909396081,4.741372038,-2.539877301
46390.625,0.42465215,-1.13932941,-1.914156109,4.744593471,-2.539877301
46394.53125,0.428690961,-1.152527668,-1.907713243,4.744016498,-2.538650307
46398.4375,0.430253597,-1.05696651,-1.909083554,4.741347997,-2.539877301
46402.34375,0.425301245,-1.158898412,-1.907280514,4.745819538,-2.538650307
46406.25,0.424820434,-1.150508263,-1.910453865,4.7414682,-2.541104294
46410.15625,0.42373861,-1.001577099,-1.909179716,4.741756687,-2.542331288
46414.0625,0.418954542,-1.56660198,-1.912713676,4.73925647,-2.541104294
46417.96875,0.422151934,-1.202267552,-1.910069216,4.738078484,-2.542331288
46421.875,0.425373367,-1.11363007,-1.910790433,4.739881524,-2.543558282
46425.78125,0.41977192,-1.082257161,-1.911728014,4.744641552,-2.543558282
46429.6875,0.421959609,-1.155773142,-1.9102375,4.744280944,-2.542331288
46433.59375,0.423185677,-1.721663482,-1.910501946,4.745627214,-2.544785276
46437.5,0.420925866,-1.016458195,-1.908506581,4.747983187,-2.550920245
46441.40625,0.423666488,-1.019799831,-1.910838514,4.748271674,-2.554601227
46445.3125,0.426286907,-0.99893264,-1.913891663,4.748439958,-2.555828221
46449.21875,0.427224488,-1.002803167,-1.913867622,4.746035903,-2.559509202
46453.125,0.429796826,-1.008356532,-1.913915703,4.745747417,-2.56196319
46457.03125,0.428282272,-1.269869558,-1.91732946,4.744785795,-2.566871166
46460.9375,0.423858812,-0.996937275,-1.912040541,4.741107592,-2.56809816
46464.84375,0.421863447,-1.0397054,-1.911271244,4.743752052,-2.56809816
46468.75,0.422464461,-0.997490207,-1.916247636,4.743728011,-2.569325153
46472.65625,0.420108488,-0.998788396,-1.91997392,4.740242132,-2.570552147
46476.5625,0.423498204,-1.148585019,-1.917449663,4.743944376,-2.570552147
46480.46875,0.422632745,-1.095695825,-1.916199555,4.742453862,-2.571779141
46484.375,0.421863447,-1.194262051,-1.916488041,4.739328592,-2.571779141
46488.28125,0.419363231,-0.995927572,-1.911319325,4.7405787,-2.566871166
46492.1875,0.419699798,-1.040162171,-1.911752055,4.742886592,-2.563190184
46496.09375,0.423570326,-1.034704968,-1.909708608,4.743102957,-2.558282209
46500,0.417247663,-0.98965299,-1.911800136,4.745314687,-2.554601227
46503.90625,0.421022028,-1.248449435,-1.911631852,4.742862552,-2.547239264
46507.8125,0.41712746,-1.108894083,-1.909468203,4.741347997,-2.544785276
46511.71875,0.417007258,-1.037157103,-1.906174649,4.739400713,-2.547239264
46515.625,0.421142231,-1.119087273,-1.909227797,4.745795498,-2.552147239
46519.53125,0.420396974,-0.991119463,-1.912064582,4.744978119,-2.541104294
46523.4375,0.422296177,-1.039272671,-1.913218528,4.744497308,-2.543558282
46527.34375,0.422632745,-1.187025847,-1.909708608,4.746083984,-2.543558282
46531.25,0.418401609,-1.125794585,-1.905741919,4.747887025,-2.536196319
46535.15625,0.420565258,-1.012924236,-1.909083554,4.748872687,-2.531288344
46539.0625,0.420565258,-1.077088445,-1.916031271,4.74899289,-2.532515337
46542.96875,0.415396541,-1.101393434,-1.913651257,4.746684998,-2.525153374
46546.875,0.415877352,-1.010640384,-1.90978073,4.747261971,-2.52392638
46550.78125,0.412968446,-1.092666716,-1.91067023,4.746829241,-2.522699387
46554.6875,0.417896758,-1.070140728,-1.9084585,4.748391876,-2.52392638
